step,split,task_loss,reg_loss,topo_drift,condition
0,train,1.1071820259094238,0.0,6.1150602610091696,no_reg
1,train,0.6852214932441711,0.0,5.828299683767001,no_reg
2,train,1.4661515951156616,0.0,6.174873611931541,no_reg
3,train,1.0652841329574585,0.0,6.097109033225381,no_reg
4,train,1.509155035018921,0.0,6.026745898316254,no_reg
5,train,1.6136537790298462,0.0,6.19239748672344,no_reg
6,train,0.9587442278862,0.0,6.1308730265392235,no_reg
7,train,1.4611341953277588,0.0,6.1572337369092125,no_reg
8,train,1.1398271322250366,0.0,5.996775755576893,no_reg
9,train,1.4084181785583496,0.0,6.1851375685128875,no_reg
10,train,3.971611976623535,0.0,6.2088738145170215,no_reg
11,train,3.8072710037231445,0.0,6.195766664309606,no_reg
12,train,3.831634044647217,0.0,6.214225147793077,no_reg
13,train,3.583158493041992,0.0,6.216977373419367,no_reg
14,train,3.4900619983673096,0.0,6.212375110905983,no_reg
15,train,4.463350296020508,0.0,6.212731283671151,no_reg
16,train,3.9235949516296387,0.0,6.189731330620578,no_reg
17,train,4.142664909362793,0.0,6.233416250629541,no_reg
18,train,4.1359686851501465,0.0,6.2088460588340615,no_reg
19,train,3.3566575050354004,0.0,6.228601619199124,no_reg
19,val,2.171480280160904,0.0,6.154967686183479,no_reg
20,train,2.1693572998046875,0.0,6.18070047709369,no_reg
21,train,0.9922637939453125,0.0,6.098798353499491,no_reg
22,train,2.3161933422088623,0.0,6.158583147765807,no_reg
23,train,1.2867600917816162,0.0,6.086716328606588,no_reg
24,train,1.6800241470336914,0.0,6.156901332746747,no_reg
25,train,1.4813121557235718,0.0,6.1866320536320005,no_reg
26,train,0.975958526134491,0.0,6.057713366400031,no_reg
27,train,1.586169719696045,0.0,6.175605599283697,no_reg
28,train,1.9104559421539307,0.0,6.166285139062369,no_reg
29,train,0.9717115759849548,0.0,6.19114538415783,no_reg
30,train,2.3891525268554688,0.0,6.150000652020848,no_reg
31,train,1.587343454360962,0.0,6.1067228433862955,no_reg
32,train,2.233955144882202,0.0,6.1372885611634675,no_reg
33,train,2.6352248191833496,0.0,6.1598934483581855,no_reg
34,train,2.2548465728759766,0.0,6.146150887119464,no_reg
35,train,2.492636203765869,0.0,6.062928765082877,no_reg
36,train,2.1768476963043213,0.0,6.116176916520152,no_reg
37,train,3.2540926933288574,0.0,6.145841082585646,no_reg
38,train,3.0233216285705566,0.0,6.143449823842357,no_reg
39,train,2.766397714614868,0.0,6.140009645210442,no_reg
39,val,1.8953856170177459,0.0,6.152202580948834,no_reg
40,train,0.5969241261482239,0.0,6.153716924506542,no_reg
41,train,0.3916134834289551,0.0,5.905835531880051,no_reg
42,train,0.8825389742851257,0.0,6.163819868322757,no_reg
43,train,0.6210772395133972,0.0,6.075346676867797,no_reg
44,train,0.7675032615661621,0.0,6.03612707403069,no_reg
45,train,0.9722429513931274,0.0,6.205868888632884,no_reg
46,train,0.7598075270652771,0.0,6.112565715432508,no_reg
47,train,0.9179283380508423,0.0,6.140881679750864,no_reg
48,train,0.6592869162559509,0.0,6.026337703735196,no_reg
49,train,0.907026469707489,0.0,6.17859108134999,no_reg
50,train,3.10371732711792,0.0,6.194512252180735,no_reg
51,train,2.4423515796661377,0.0,6.2019137042887715,no_reg
52,train,2.969975709915161,0.0,6.220348059765466,no_reg
53,train,3.0194785594940186,0.0,6.2093753997585175,no_reg
54,train,2.6911449432373047,0.0,6.178605586168525,no_reg
55,train,3.341728448867798,0.0,6.21923768541742,no_reg
56,train,3.0628135204315186,0.0,6.186647758433434,no_reg
57,train,2.83968448638916,0.0,6.209292902631202,no_reg
58,train,3.022351026535034,0.0,6.212187703253934,no_reg
59,train,2.1053898334503174,0.0,6.220621410227244,no_reg
59,val,1.508468295633793,0.0,6.155914624151746,no_reg
60,train,1.7074238061904907,0.0,6.1810881919799385,no_reg
61,train,0.7364104390144348,0.0,6.090548495564181,no_reg
62,train,1.7729461193084717,0.0,6.171436917424938,no_reg
63,train,0.8158446550369263,0.0,6.0915499792692245,no_reg
64,train,1.1730711460113525,0.0,6.117397208342116,no_reg
65,train,0.987657904624939,0.0,6.201511978724808,no_reg
66,train,0.718519389629364,0.0,6.0605759105740304,no_reg
67,train,1.2210698127746582,0.0,6.181070754599034,no_reg
68,train,1.3607534170150757,0.0,6.171168135486183,no_reg
69,train,0.6279070377349854,0.0,6.186096823793376,no_reg
70,train,1.8075063228607178,0.0,6.163429944024634,no_reg
71,train,1.025025725364685,0.0,6.102277670925024,no_reg
72,train,1.5562527179718018,0.0,6.126488660386783,no_reg
73,train,1.8684978485107422,0.0,6.164658000306555,no_reg
74,train,1.5125362873077393,0.0,6.146317903933338,no_reg
75,train,1.8205432891845703,0.0,6.082643470691595,no_reg
76,train,1.646040678024292,0.0,6.136055395238584,no_reg
77,train,2.2746596336364746,0.0,6.139266758848725,no_reg
78,train,2.0900275707244873,0.0,6.14917575464858,no_reg
79,train,2.122206687927246,0.0,6.171722269266525,no_reg
79,val,1.3071668028831482,0.0,6.156335110569691,no_reg
80,train,0.4818899929523468,0.0,6.139108985498088,no_reg
81,train,0.31164953112602234,0.0,5.889038172707271,no_reg
82,train,0.6767557859420776,0.0,6.178202791308329,no_reg
83,train,0.4497266709804535,0.0,6.092092672189131,no_reg
84,train,0.4959983825683594,0.0,6.0516504436648875,no_reg
85,train,0.6892919540405273,0.0,6.192663226226874,no_reg
86,train,0.4882867634296417,0.0,6.106575201086958,no_reg
87,train,0.5263120532035828,0.0,6.159298945971047,no_reg
88,train,0.38156774640083313,0.0,6.04605712924714,no_reg
89,train,0.6171809434890747,0.0,6.167764789484112,no_reg
90,train,2.1314878463745117,0.0,6.207193711531819,no_reg
91,train,1.4811879396438599,0.0,6.211578337219227,no_reg
92,train,2.4590585231781006,0.0,6.2298150553198,no_reg
93,train,2.1535966396331787,0.0,6.20950106223258,no_reg
94,train,1.93590247631073,0.0,6.186612094930527,no_reg
95,train,3.0856196880340576,0.0,6.221471997720993,no_reg
96,train,2.1244518756866455,0.0,6.207440747626079,no_reg
97,train,1.6374647617340088,0.0,6.223149637671105,no_reg
98,train,2.076286554336548,0.0,6.223619071283794,no_reg
99,train,1.0203756093978882,0.0,6.222454383838934,no_reg
99,val,0.8995398864150047,0.0,6.159219791515945,no_reg
100,train,1.2721166610717773,0.0,6.178362452262687,no_reg
101,train,0.4017347991466522,0.0,6.084658133678913,no_reg
102,train,1.1940184831619263,0.0,6.188776880486809,no_reg
103,train,0.47494927048683167,0.0,6.112427445081427,no_reg
104,train,0.8156021237373352,0.0,6.151260185727451,no_reg
105,train,0.7087419629096985,0.0,6.211328686835491,no_reg
106,train,0.5057316422462463,0.0,6.08465409525058,no_reg
107,train,0.7948801517486572,0.0,6.190858730941172,no_reg
108,train,0.899324893951416,0.0,6.16542086088096,no_reg
109,train,0.36635828018188477,0.0,6.186507949097061,no_reg
110,train,1.3271620273590088,0.0,6.150678188020738,no_reg
111,train,0.580720841884613,0.0,6.107532024543371,no_reg
